date,bitcoin_sno,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_close,bitcoin_volume,bitcoin_marketcap,ethereum_sno,ethereum_high,ethereum_low,ethereum_open,ethereum_close,ethereum_volume,ethereum_marketcap,cardano_sno,cardano_high,cardano_low,cardano_open,cardano_close,cardano_volume,cardano_marketcap
2013-04-29 23:59:59,1,147.48800659179688,134.0,134.44400024414062,144.5399932861328,0.0,1603768864.5,,,,,,,,,,,,,,
2013-04-30 23:59:59,2,146.92999267578125,134.0500030517578,144.0,139.0,0.0,1542813125.0,,,,,,,,,,,,,,
2013-05-01 23:59:59,3,139.88999938964844,107.72000122070312,139.0,116.98999786376952,0.0,1298954593.75,,,,,,,,,,,,,,
2013-05-02 23:59:59,4,125.5999984741211,92.28189849853516,116.37999725341795,105.20999908447266,0.0,1168517495.25,,,,,,,,,,,,,,
2013-05-03 23:59:59,5,108.12799835205078,79.0999984741211,106.25,97.75,0.0,1085995168.75,,,,,,,,,,,,,,
2013-05-04 23:59:59,6,115.0,92.5,98.0999984741211,112.5,0.0,1250316562.5,,,,,,,,,,,,,,
2013-05-05 23:59:59,7,118.8000030517578,107.14299774169922,112.9000015258789,115.91000366210938,0.0,1288693175.5,,,,,,,,,,,,,,
2013-05-06 23:59:59,8,124.66300201416016,106.63999938964844,115.9800033569336,112.3000030517578,0.0,1249023060.0,,,,,,,,,,,,,,
2013-05-07 23:59:59,9,113.44400024414062,97.6999969482422,112.25,111.5,0.0,1240593600.0,,,,,,,,,,,,,,
2013-05-08 23:59:59,10,115.77999877929688,109.5999984741211,109.5999984741211,113.56600189208984,0.0,1264049202.15,,,,,,,,,,,,,,
2013-05-09 23:59:59,11,113.45999908447266,109.26000213623048,113.1999969482422,112.66999816894533,0.0,1254535382.0,,,,,,,,,,,,,,
2013-05-10 23:59:59,12,122.0,111.5510025024414,112.79900360107422,117.1999969482422,0.0,1305479080.0,,,,,,,,,,,,,,
2013-05-11 23:59:59,13,118.6790008544922,113.01000213623048,117.6999969482422,115.24299621582033,0.0,1284207489.42,,,,,,,,,,,,,,
2013-05-12 23:59:59,14,117.4489974975586,113.43499755859376,115.63999938964844,115.0,0.0,1281982625.0,,,,,,,,,,,,,,
2013-05-13 23:59:59,15,118.6989974975586,114.5,114.81999969482422,117.9800033569336,0.0,1315710010.5,,,,,,,,,,,,,,
2013-05-14 23:59:59,16,119.8000030517578,110.25,117.9800033569336,111.5,0.0,1243874487.5,,,,,,,,,,,,,,
2013-05-15 23:59:59,17,115.80999755859376,103.5,111.4000015258789,114.22000122070312,0.0,1274623812.5,,,,,,,,,,,,,,
2013-05-16 23:59:59,18,118.76000213623048,112.1999969482422,114.22000122070312,118.76000213623048,0.0,1325726787.0,,,,,,,,,,,,,,
2013-05-17 23:59:59,19,125.3000030517578,116.5709991455078,118.20999908447266,123.01499938964844,0.0,1373723881.88,,,,,,,,,,,,,,
2013-05-18 23:59:59,20,125.25,122.3000030517578,123.5,123.4980010986328,0.0,1379574545.85,,,,,,,,,,,,,,
2013-05-19 23:59:59,21,124.5,119.5709991455078,123.21099853515624,121.98999786376952,0.0,1363204702.75,,,,,,,,,,,,,,
2013-05-20 23:59:59,22,123.62100219726562,120.12000274658205,122.5,122.0,0.0,1363709900.0,,,,,,,,,,,,,,
2013-05-21 23:59:59,23,123.0,121.20999908447266,122.0199966430664,122.87999725341795,0.0,1374013440.0,,,,,,,,,,,,,,
2013-05-22 23:59:59,24,124.0009994506836,122.0,122.88999938964844,123.88899993896484,0.0,1385778992.85,,,,,,,,,,,,,,
2013-05-23 23:59:59,25,126.93399810791016,123.0999984741211,123.8000030517578,126.6999969482422,0.0,1417769832.5,,,,,,,,,,,,,,
2013-05-24 23:59:59,26,133.85000610351562,125.71900177001952,126.3000030517578,133.1999969482422,0.0,1491070770.0,,,,,,,,,,,,,,
2013-05-25 23:59:59,27,133.218994140625,128.89999389648438,133.10000610351562,131.97999572753906,0.0,1477958233.0,,,,,,,,,,,,,,
2013-05-26 23:59:59,28,136.0,130.61500549316406,131.98599243164062,133.47999572753906,0.0,1495293015.0,,,,,,,,,,,,,,
2013-05-27 23:59:59,29,135.46499633789062,124.6999969482422,133.5,129.7449951171875,0.0,1454029509.62,,,,,,,,,,,,,,
2013-05-28 23:59:59,30,130.5800018310547,125.5999984741211,129.77000427246094,129.0,0.0,1446189975.0,,,,,,,,,,,,,,
2013-05-29 23:59:59,31,132.58999633789062,127.66200256347656,129.0,132.3000030517578,0.0,1483734577.5,,,,,,,,,,,,,,
2013-05-30 23:59:59,32,132.25,127.0,132.25,128.7989959716797,0.0,1445053940.55,,,,,,,,,,,,,,
2013-05-31 23:59:59,33,129.89999389648438,126.4000015258789,128.7989959716797,129.0,0.0,1447870200.0,,,,,,,,,,,,,,
2013-06-01 23:59:59,34,129.77999877929688,127.1989974975586,128.81500244140625,129.3000030517578,0.0,1451916165.0,,,,,,,,,,,,,,
2013-06-02 23:59:59,35,129.39999389648438,115.0500030517578,129.3000030517578,122.29199981689452,0.0,1373837499.9,,,,,,,,,,,,,,
2013-06-03 23:59:59,36,122.5,116.0,122.5,122.22200012207033,0.0,1373708057.9,,,,,,,,,,,,,,
2013-06-04 23:59:59,37,123.83999633789062,119.0999984741211,120.73699951171876,121.41999816894533,0.0,1365337545.0,,,,,,,,,,,,,,
2013-06-05 23:59:59,38,123.46900177001952,119.89900207519533,121.4000015258789,121.6500015258789,0.0,1368486468.75,,,,,,,,,,,,,,
2013-06-06 23:59:59,39,123.0999984741211,117.25,121.9000015258789,118.0,0.0,1327960200.0,,,,,,,,,,,,,,
2013-06-07 23:59:59,40,119.0,106.41999816894533,118.97000122070312,111.5,0.0,1255258637.5,,,,,,,,,,,,,,
2013-06-08 23:59:59,41,111.41500091552734,107.3000030517578,111.0,108.3000030517578,0.0,1219717920.0,,,,,,,,,,,,,,
2013-06-09 23:59:59,42,108.98999786376952,88.5,107.89199829101562,100.0,0.0,1126642500.0,,,,,,,,,,,,,,
2013-06-10 23:59:59,43,110.10099792480467,95.0019989013672,100.43699645996094,106.3499984741211,0.0,1198638945.0,,,,,,,,,,,,,,
2013-06-11 23:59:59,44,109.5999984741211,104.0,106.3499984741211,108.9000015258789,0.0,1227874725.0,,,,,,,,,,,,,,
2013-06-12 23:59:59,45,111.78700256347656,106.73400115966795,109.0,108.1500015258789,0.0,1219969852.5,,,,,,,,,,,,,,
2013-06-13 23:59:59,46,110.3000030517578,100.52999877929688,108.7760009765625,104.0,0.0,1173637400.0,,,,,,,,,,,,,,
2013-06-14 23:59:59,47,104.6999969482422,98.0,103.9489974975586,99.97889709472656,0.0,1128709292.08,,,,,,,,,,,,,,
2013-06-15 23:59:59,48,103.6999969482422,98.0,100.0,99.98809814453124,0.0,1129245603.78,,,,,,,,,,,,,,
2013-06-16 23:59:59,49,101.5999984741211,98.94660186767578,99.8000030517578,99.51000213623048,0.0,1124306271.75,,,,,,,,,,,,,,
2013-06-17 23:59:59,50,102.20999908447266,99.0,99.9000015258789,101.6999969482422,0.0,1149418485.0,,,,,,,,,,,,,,
2013-06-18 23:59:59,51,111.11100006103516,101.03299713134766,101.9499969482422,107.4000015258789,0.0,1214216070.0,,,,,,,,,,,,,,
2013-06-19 23:59:59,52,110.2249984741211,105.75499725341795,107.0500030517578,108.25,0.0,1224193837.5,,,,,,,,,,,,,,
2013-06-20 23:59:59,53,114.3000030517578,107.5,108.2509994506836,110.1500015258789,0.0,1246104920.0,,,,,,,,,,,,,,
2013-06-21 23:59:59,54,114.98999786376952,107.68499755859376,111.29000091552734,109.5,0.0,1239214237.5,,,,,,,,,,,,,,
2013-06-22 23:59:59,55,109.95600128173828,107.51399993896484,109.5,108.3000030517578,0.0,1226110327.5,,,,,,,,,,,,,,
2013-06-23 23:59:59,56,108.8000030517578,106.23400115966795,108.1999969482422,107.5999984741211,0.0,1218626490.0,,,,,,,,,,,,,,
2013-06-24 23:59:59,57,108.33399963378906,100.9800033569336,107.9000015258789,102.73699951171876,0.0,1163935725.67,,,,,,,,,,,,,,
2013-06-25 23:59:59,58,106.47000122070312,101.01000213623048,102.08999633789062,103.9499969482422,0.0,1178086140.0,,,,,,,,,,,,,,
2013-06-26 23:59:59,59,105.48899841308594,102.79199981689452,103.3290023803711,104.0,0.0,1179105200.0,,,,,,,,,,,,,,
2013-06-27 23:59:59,60,104.0,101.0999984741211,104.0,101.43699645996094,0.0,1150468022.9,,,,,,,,,,,,,,
2013-06-28 23:59:59,61,101.73699951171876,92.33300018310548,101.73699951171876,94.64920043945312,0.0,1073887456.97,,,,,,,,,,,,,,
2013-06-29 23:59:59,62,99.98999786376952,93.0,94.66000366210938,94.99400329589844,0.0,1078198523.95,,,,,,,,,,,,,,
2013-06-30 23:59:59,63,98.12229919433594,94.22229766845705,94.9990005493164,96.61399841308594,0.0,1096957771.35,,,,,,,,,,,,,,
2013-07-01 23:59:59,64,97.66490173339844,86.29720306396484,97.51000213623048,88.05000305175781,0.0,1000065296.25,,,,,,,,,,,,,,
2013-07-02 23:59:59,65,92.3000030517578,87.51000213623047,88.05000305175781,90.13400268554688,0.0,1024082227.85,,,,,,,,,,,,,,
2013-07-03 23:59:59,66,90.981201171875,76.97920227050781,90.40499877929688,77.52999877929688,0.0,881233115.5,,,,,,,,,,,,,,
2013-07-04 23:59:59,67,83.1050033569336,72.0,78.88999938964844,80.52580261230469,0.0,915618608.9,,,,,,,,,,,,,,
2013-07-05 23:59:59,68,80.0,65.5260009765625,79.98999786376953,68.43099975585938,0.0,778411178.875,,,,,,,,,,,,,,
2013-07-06 23:59:59,69,75.0,66.81999969482422,68.50499725341797,70.27729797363281,0.0,799741618.54,,,,,,,,,,,,,,
2013-07-07 23:59:59,70,74.56109619140625,66.62000274658203,68.7490005493164,74.56109619140625,0.0,848838978.923,,,,,,,,,,,,,,
2013-07-08 23:59:59,71,80.0,72.5999984741211,76.5,76.51599884033203,0.0,871457940.1,,,,,,,,,,,,,,
2013-07-09 23:59:59,72,78.30000305175781,72.5199966430664,76.0,76.69400024414062,0.0,873841849.25,,,,,,,,,,,,,,
2013-07-10 23:59:59,73,87.0,76.19999694824219,76.72000122070312,86.76000213623047,0.0,988957719.0,,,,,,,,,,,,,,
2013-07-11 23:59:59,74,90.27999877929688,85.07990264892578,88.0,88.9800033569336,0.0,1014650062.5,,,,,,,,,,,,,,
2013-07-12 23:59:59,75,104.0,88.16600036621094,88.97899627685547,93.59490203857422,0.0,1067634684.43,,,,,,,,,,,,,,
2013-07-13 23:59:59,76,98.25,88.06220245361328,93.98989868164062,98.13390350341795,0.0,1119796119.51,,,,,,,,,,,,,,
2013-07-14 23:59:59,77,98.6999969482422,92.86000061035156,98.6999969482422,94.69129943847656,0.0,1080917760.48,,,,,,,,,,,,,,
2013-07-15 23:59:59,78,101.9000015258789,93.11000061035156,93.6050033569336,98.40019989013672,0.0,1123658943.86,,,,,,,,,,,,,,
2013-07-16 23:59:59,79,99.86229705810548,96.1416015625,98.89029693603516,97.45079803466795,0.0,1113217032.45,,,,,,,,,,,,,,
2013-07-17 23:59:59,80,99.97000122070312,96.18000030517578,96.70999908447266,98.5,0.0,1125658000.0,,,,,,,,,,,,,,
2013-07-18 23:59:59,81,98.8000030517578,86.19999694824219,98.5,90.58000183105467,0.0,1035512824.5,,,,,,,,,,,,,,
2013-07-19 23:59:59,82,95.20010375976562,87.80000305175781,90.06890106201172,92.16999816894533,0.0,1054083771.0,,,,,,,,,,,,,,
2013-07-20 23:59:59,83,93.0999984741211,89.27110290527344,92.0,89.39009857177734,0.0,1022707664.6,,,,,,,,,,,,,,
2013-07-21 23:59:59,84,91.9499969482422,88.0,89.82140350341797,90.7573013305664,0.0,1038798980.07,,,,,,,,,,,,,,
2013-07-22 23:59:59,85,91.9980010986328,90.07540130615234,91.9980010986328,91.61000061035156,0.0,1048939080.5,,,,,,,,,,,,,,
2013-07-23 23:59:59,86,96.81929779052734,91.5999984741211,91.5999984741211,95.55850219726562,0.0,1094484057.67,,,,,,,,,,,,,,
2013-07-24 23:59:59,87,95.98999786376952,93.0,95.55850219726562,94.51000213623048,0.0,1082848325.0,,,,,,,,,,,,,,
2013-07-25 23:59:59,88,97.33000183105467,93.8656997680664,94.50499725341795,96.9000015258789,0.0,1110587857.5,,,,,,,,,,,,,,
2013-07-26 23:59:59,89,97.46910095214844,96.0,96.9499969482422,96.02020263671876,0.0,1100902799.57,,,,,,,,,,,,,,
2013-07-27 23:59:59,90,96.99500274658205,93.0,96.02010345458984,94.11599731445312,0.0,1079491696.8,,,,,,,,,,,,,,
2013-07-28 23:59:59,91,100.5770034790039,94.0,94.4000015258789,99.75599670410156,0.0,1144602837.9,,,,,,,,,,,,,,
2013-07-29 23:59:59,92,102.5,98.45500183105467,98.5999984741211,101.1999969482422,0.0,1161619140.0,,,,,,,,,,,,,,
2013-07-30 23:59:59,93,107.98999786376952,100.47000122070312,101.48899841308594,107.98999786376952,0.0,1240092366.0,,,,,,,,,,,,,,
2013-07-31 23:59:59,94,111.34400177001952,103.87999725341795,107.9499969482422,106.08999633789062,0.0,1218777833.5,,,,,,,,,,,,,,
2013-08-01 23:59:59,95,108.0,103.01100158691406,106.21299743652344,104.0,0.0,1195225200.0,,,,,,,,,,,,,,
2013-08-02 23:59:59,96,108.0,101.21099853515624,104.8560028076172,104.5009994506836,0.0,1201487184.88,,,,,,,,,,,,,,
